Event order;case;event;startTime;completeTime;Concept drift;Activity name;Role;Department;Cost;Amount
5870;518;A;2019/01/17 19:40:00;2019/01/17 19:40:00;Yes;Check application form completeness;Loan Officer;Credit Department;6.628593068;20064.2438
5871;517;D;2019/01/17 19:40:27;2019/01/17 19:40:27;Yes;Check credit history;Credit Analyst;Credit Department;9.73087356;20811.26968
5872;513;M;2019/01/17 19:41:33;2019/01/17 19:41:33;Yes;Verify repayment agreement;Loan Officer;Credit Department;13.16114019;18347.44948
5873;518;B;2019/01/17 19:43:48;2019/01/17 19:43:48;Yes;Return application back to applicant;Loan Officer;Credit Department;8.335080542;20064.2438
5874;517;F;2019/01/17 19:45:54;2019/01/17 19:45:54;Yes;Appraise property;Appraiser;Credit Department;24.74591815;20811.26968
5875;513;N;2019/01/17 19:46:15;2019/01/17 19:46:15;Yes;Cancel application;Loan Officer;Credit Department;11.989837;18347.44948
5876;518;C;2019/01/17 19:48:35;2019/01/17 19:48:35;Yes;Receive updated application;Loan Officer;Credit Department;8.610696612;20064.2438
5877;517;E;2019/01/17 19:51:19;2019/01/17 19:51:19;Yes;Assess loan risk;Credit Analyst;Credit Department;7.535820727;20811.26968
5878;518;A;2019/01/17 19:53:10;2019/01/17 19:53:10;Yes;Check application form completeness;Loan Officer;Credit Department;9.588939523;20064.2438
5879;517;G;2019/01/17 19:56:08;2019/01/17 19:56:08;Yes;Assess eligibility;Risk Manager;Credit Department;18.71478876;20811.26968
5880;518;B;2019/01/17 19:57:32;2019/01/17 19:57:32;Yes;Return application back to applicant;Loan Officer;Credit Department;7.297315672;20064.2438
5881;519;A;2019/01/17 20:00:00;2019/01/17 20:00:00;Yes;Check application form completeness;Loan Officer;Credit Department;7.870130133;20867.73536
5882;517;H;2019/01/17 20:00:24;2019/01/17 20:00:24;Yes;Reject application;Loan Officer;Credit Department;9.101776929;20811.26968
5883;518;C;2019/01/17 20:02:39;2019/01/17 20:02:39;Yes;Receive updated application;Loan Officer;Credit Department;7.555732218;20064.2438
5884;519;D;2019/01/17 20:05:05;2019/01/17 20:05:05;Yes;Check credit history;Credit Analyst;Credit Department;13.35835058;20867.73536
5885;518;A;2019/01/17 20:07:58;2019/01/17 20:07:58;Yes;Check application form completeness;Loan Officer;Credit Department;11.57162092;20064.2438
5886;519;F;2019/01/17 20:10:34;2019/01/17 20:10:34;Yes;Appraise property;Appraiser;Credit Department;27.05083599;20867.73536
5887;518;B;2019/01/17 20:13:09;2019/01/17 20:13:09;Yes;Return application back to applicant;Loan Officer;Credit Department;9.293050826;20064.2438
5888;519;E;2019/01/17 20:15:26;2019/01/17 20:15:26;Yes;Assess loan risk;Credit Analyst;Credit Department;8.582250813;20867.73536
5889;518;C;2019/01/17 20:18:07;2019/01/17 20:18:07;Yes;Receive updated application;Loan Officer;Credit Department;9.129564274;20064.2438
5890;520;A;2019/01/17 20:20:00;2019/01/17 20:20:00;Yes;Check application form completeness;Loan Officer;Credit Department;10.19961438;21281.14008
5891;519;G;2019/01/17 20:20:14;2019/01/17 20:20:14;Yes;Assess eligibility;Risk Manager;Credit Department;19.02006334;20867.73536
5892;518;A;2019/01/17 20:22:56;2019/01/17 20:22:56;Yes;Check application form completeness;Loan Officer;Credit Department;9.04386903;20064.2438
5893;520;B;2019/01/17 20:24:10;2019/01/17 20:24:10;Yes;Return application back to applicant;Loan Officer;Credit Department;6.104890056;21281.14008
5894;519;H;2019/01/17 20:25:09;2019/01/17 20:25:09;Yes;Reject application;Loan Officer;Credit Department;7.047668871;20867.73536
5895;518;B;2019/01/17 20:27:50;2019/01/17 20:27:50;Yes;Return application back to applicant;Loan Officer;Credit Department;4.929477506;20064.2438
5896;520;C;2019/01/17 20:29:39;2019/01/17 20:29:39;Yes;Receive updated application;Loan Officer;Credit Department;9.198572981;21281.14008
5897;518;C;2019/01/17 20:32:49;2019/01/17 20:32:49;Yes;Receive updated application;Loan Officer;Credit Department;7.015706152;20064.2438
5898;520;A;2019/01/17 20:34:52;2019/01/17 20:34:52;Yes;Check application form completeness;Loan Officer;Credit Department;7.589945305;21281.14008
5899;518;A;2019/01/17 20:37:12;2019/01/17 20:37:12;Yes;Check application form completeness;Loan Officer;Credit Department;10.75889703;20064.2438
5900;521;A;2019/01/17 20:40:00;2019/01/17 20:40:00;Yes;Check application form completeness;Loan Officer;Credit Department;9.847259744;20533.24675
5901;520;B;2019/01/17 20:40:05;2019/01/17 20:40:05;Yes;Return application back to applicant;Loan Officer;Credit Department;5.662375354;21281.14008
5902;518;B;2019/01/17 20:42:47;2019/01/17 20:42:47;Yes;Return application back to applicant;Loan Officer;Credit Department;6.770953035;20064.2438
5903;521;D;2019/01/17 20:45:10;2019/01/17 20:45:10;Yes;Check credit history;Credit Analyst;Credit Department;14.02217506;20533.24675
5904;520;C;2019/01/17 20:45:23;2019/01/17 20:45:23;Yes;Receive updated application;Loan Officer;Credit Department;8.110141555;21281.14008
5905;518;C;2019/01/17 20:47:29;2019/01/17 20:47:29;Yes;Receive updated application;Loan Officer;Credit Department;8.448188465;20064.2438
5906;520;A;2019/01/17 20:50:10;2019/01/17 20:50:10;Yes;Check application form completeness;Loan Officer;Credit Department;8.381283566;21281.14008
5907;521;F;2019/01/17 20:50:51;2019/01/17 20:50:51;Yes;Appraise property;Appraiser;Credit Department;21.3682318;20533.24675
5908;518;A;2019/01/17 20:53:08;2019/01/17 20:53:08;Yes;Check application form completeness;Loan Officer;Credit Department;9.623685073;20064.2438
5909;520;B;2019/01/17 20:55:24;2019/01/17 20:55:24;Yes;Return application back to applicant;Loan Officer;Credit Department;6.615457719;21281.14008
5910;521;E;2019/01/17 20:56:28;2019/01/17 20:56:28;Yes;Assess loan risk;Credit Analyst;Credit Department;9.773532168;20533.24675
5911;518;D;2019/01/17 20:57:23;2019/01/17 20:57:23;Yes;Check credit history;Credit Analyst;Credit Department;16.2831894;20064.2438
5912;522;A;2019/01/17 21:00:00;2019/01/17 21:00:00;Yes;Check application form completeness;Loan Officer;Credit Department;7.786883006;20222.26661
5913;521;G;2019/01/17 21:00:43;2019/01/17 21:00:43;Yes;Assess eligibility;Risk Manager;Credit Department;14.9972422;20533.24675
5914;520;C;2019/01/17 21:00:46;2019/01/17 21:00:46;Yes;Receive updated application;Loan Officer;Credit Department;8.248742142;21281.14008
5915;518;F;2019/01/17 21:02:18;2019/01/17 21:02:18;Yes;Appraise property;Appraiser;Credit Department;20.62778263;20064.2438
5916;522;B;2019/01/17 21:04:40;2019/01/17 21:04:40;Yes;Return application back to applicant;Loan Officer;Credit Department;6.487643225;20222.26661
5917;521;H;2019/01/17 21:05:28;2019/01/17 21:05:28;Yes;Reject application;Loan Officer;Credit Department;13.36396326;20533.24675
5918;520;A;2019/01/17 21:05:52;2019/01/17 21:05:52;Yes;Check application form completeness;Loan Officer;Credit Department;10.16046705;21281.14008
5919;518;E;2019/01/17 21:07:09;2019/01/17 21:07:09;Yes;Assess loan risk;Credit Analyst;Credit Department;9.894883688;20064.2438
5920;522;C;2019/01/17 21:10:30;2019/01/17 21:10:30;Yes;Receive updated application;Loan Officer;Credit Department;8.173764139;20222.26661
5921;520;D;2019/01/17 21:10:47;2019/01/17 21:10:47;Yes;Check credit history;Credit Analyst;Credit Department;13.19484398;21281.14008
5922;518;G;2019/01/17 21:12:13;2019/01/17 21:12:13;Yes;Assess eligibility;Risk Manager;Credit Department;18.88606111;20064.2438
5923;522;A;2019/01/17 21:14:58;2019/01/17 21:14:58;Yes;Check application form completeness;Loan Officer;Credit Department;7.388284451;20222.26661
5924;520;F;2019/01/17 21:15:55;2019/01/17 21:15:55;Yes;Appraise property;Appraiser;Credit Department;23.01659042;21281.14008
5925;518;I;2019/01/17 21:16:26;2019/01/17 21:16:26;Yes;Prepare acceptance pack;Loan Officer;Credit Department;12.61864622;20064.2438
5926;523;A;2019/01/17 21:20:00;2019/01/17 21:20:00;Yes;Check application form completeness;Loan Officer;Credit Department;12.71253539;20256.23845
5927;520;E;2019/01/17 21:20:17;2019/01/17 21:20:17;Yes;Assess loan risk;Credit Analyst;Credit Department;8.586750682;21281.14008
5928;522;D;2019/01/17 21:20:34;2019/01/17 21:20:34;Yes;Check credit history;Credit Analyst;Credit Department;13.22934505;20222.26661
5929;518;J;2019/01/17 21:21:22;2019/01/17 21:21:22;Yes;Check if home insurance quote is requested;Insurance Agent;Credit Department;8.657674387;20064.2438
5930;520;G;2019/01/17 21:24:28;2019/01/17 21:24:28;Yes;Assess eligibility;Risk Manager;Credit Department;17.13416142;21281.14008
5931;522;F;2019/01/17 21:24:46;2019/01/17 21:24:46;Yes;Appraise property;Appraiser;Credit Department;25.08259722;20222.26661
5932;523;B;2019/01/17 21:25:23;2019/01/17 21:25:23;Yes;Return application back to applicant;Loan Officer;Credit Department;7.556314435;20256.23845
5933;518;L;2019/01/17 21:27:17;2019/01/17 21:27:17;Yes;Send acceptance pack;Insurance Agent;Credit Department;6.044122819;20064.2438
5934;520;H;2019/01/17 21:29:48;2019/01/17 21:29:48;Yes;Reject application;Loan Officer;Credit Department;8.726103897;21281.14008
5935;523;C;2019/01/17 21:30:34;2019/01/17 21:30:34;Yes;Receive updated application;Loan Officer;Credit Department;6.802124486;20256.23845
5936;522;E;2019/01/17 21:30:35;2019/01/17 21:30:35;Yes;Assess loan risk;Credit Analyst;Credit Department;8.988883381;20222.26661
5937;518;M;2019/01/17 21:32:29;2019/01/17 21:32:29;Yes;Verify repayment agreement;Loan Officer;Credit Department;7.099710231;20064.2438
5938;522;G;2019/01/17 21:35:00;2019/01/17 21:35:00;Yes;Assess eligibility;Risk Manager;Credit Department;21.13527479;20222.26661
5939;523;A;2019/01/17 21:35:22;2019/01/17 21:35:22;Yes;Check application form completeness;Loan Officer;Credit Department;10.19733505;20256.23845
5940;518;O;2019/01/17 21:36:54;2019/01/17 21:36:54;Yes;Approve application;Loan Officer;Credit Department;18.09511614;20064.2438
5941;524;A;2019/01/17 21:40:00;2019/01/17 21:40:00;Yes;Check application form completeness;Loan Officer;Credit Department;11.95726325;20238.7551
5942;522;I;2019/01/17 21:40:12;2019/01/17 21:40:12;Yes;Prepare acceptance pack;Loan Officer;Credit Department;10.74896401;20222.26661
5943;523;D;2019/01/17 21:40:45;2019/01/17 21:40:45;Yes;Check credit history;Credit Analyst;Credit Department;15.68338272;20256.23845
5944;524;B;2019/01/17 21:43:54;2019/01/17 21:43:54;Yes;Return application back to applicant;Loan Officer;Credit Department;7.675512545;20238.7551
5945;522;J;2019/01/17 21:44:29;2019/01/17 21:44:29;Yes;Check if home insurance quote is requested;Insurance Agent;Credit Department;10.00820233;20222.26661
5946;523;F;2019/01/17 21:45:43;2019/01/17 21:45:43;Yes;Appraise property;Appraiser;Credit Department;26.21527654;20256.23845
5947;524;C;2019/01/17 21:49:12;2019/01/17 21:49:12;Yes;Receive updated application;Loan Officer;Credit Department;7.68463478;20238.7551
5948;522;L;2019/01/17 21:49:33;2019/01/17 21:49:33;Yes;Send acceptance pack;Insurance Agent;Credit Department;5.855494335;20222.26661
5949;523;E;2019/01/17 21:50:17;2019/01/17 21:50:17;Yes;Assess loan risk;Credit Analyst;Credit Department;12.55461766;20256.23845
5950;524;A;2019/01/17 21:53:54;2019/01/17 21:53:54;Yes;Check application form completeness;Loan Officer;Credit Department;11.31530369;20238.7551
5951;522;M;2019/01/17 21:55:09;2019/01/17 21:55:09;Yes;Verify repayment agreement;Loan Officer;Credit Department;7.670737697;20222.26661
5952;523;G;2019/01/17 21:55:54;2019/01/17 21:55:54;Yes;Assess eligibility;Risk Manager;Credit Department;19.40744076;20256.23845
5953;524;B;2019/01/17 21:58:26;2019/01/17 21:58:26;Yes;Return application back to applicant;Loan Officer;Credit Department;5.691575227;20238.7551
5954;525;A;2019/01/17 22:00:00;2019/01/17 22:00:00;Yes;Check application form completeness;Loan Officer;Credit Department;12.53938231;22152.55788
5955;522;N;2019/01/17 22:00:12;2019/01/17 22:00:12;Yes;Cancel application;Loan Officer;Credit Department;6.959527465;20222.26661
5956;523;H;2019/01/17 22:01:15;2019/01/17 22:01:15;Yes;Reject application;Loan Officer;Credit Department;9.046641035;20256.23845
5957;524;C;2019/01/17 22:03:38;2019/01/17 22:03:38;Yes;Receive updated application;Loan Officer;Credit Department;8.02887972;20238.7551
5958;525;B;2019/01/17 22:04:56;2019/01/17 22:04:56;Yes;Return application back to applicant;Loan Officer;Credit Department;5.773985862;22152.55788
5959;524;A;2019/01/17 22:09:12;2019/01/17 22:09:12;Yes;Check application form completeness;Loan Officer;Credit Department;11.036404;20238.7551
5960;525;C;2019/01/17 22:10:28;2019/01/17 22:10:28;Yes;Receive updated application;Loan Officer;Credit Department;6.90786287;22152.55788
5961;524;D;2019/01/17 22:13:31;2019/01/17 22:13:31;Yes;Check credit history;Credit Analyst;Credit Department;15.09206964;20238.7551
5962;525;A;2019/01/17 22:16:03;2019/01/17 22:16:03;Yes;Check application form completeness;Loan Officer;Credit Department;11.58296229;22152.55788
5963;524;F;2019/01/17 22:18:42;2019/01/17 22:18:42;Yes;Appraise property;Appraiser;Credit Department;21.15154952;20238.7551
5964;526;A;2019/01/17 22:20:00;2019/01/17 22:20:00;Yes;Check application form completeness;Loan Officer;Credit Department;6.741158863;20142.81899
5965;525;D;2019/01/17 22:20:44;2019/01/17 22:20:44;Yes;Check credit history;Credit Analyst;Credit Department;12.74289879;22152.55788
5966;524;E;2019/01/17 22:24:04;2019/01/17 22:24:04;Yes;Assess loan risk;Credit Analyst;Credit Department;10.54932371;20238.7551
5967;526;B;2019/01/17 22:25:59;2019/01/17 22:25:59;Yes;Return application back to applicant;Loan Officer;Credit Department;8.763214655;20142.81899
5968;525;F;2019/01/17 22:26:37;2019/01/17 22:26:37;Yes;Appraise property;Appraiser;Credit Department;28.97502106;22152.55788
5969;524;G;2019/01/17 22:28:38;2019/01/17 22:28:38;Yes;Assess eligibility;Risk Manager;Credit Department;17.69977921;20238.7551
5970;526;C;2019/01/17 22:31:31;2019/01/17 22:31:31;Yes;Receive updated application;Loan Officer;Credit Department;7.760241023;20142.81899
5971;525;E;2019/01/17 22:31:42;2019/01/17 22:31:42;Yes;Assess loan risk;Credit Analyst;Credit Department;11.37461585;22152.55788
5972;524;I;2019/01/17 22:33:20;2019/01/17 22:33:20;Yes;Prepare acceptance pack;Loan Officer;Credit Department;15.4443787;20238.7551
5973;525;G;2019/01/17 22:35:55;2019/01/17 22:35:55;Yes;Assess eligibility;Risk Manager;Credit Department;16.58111526;22152.55788
5974;526;A;2019/01/17 22:36:39;2019/01/17 22:36:39;Yes;Check application form completeness;Loan Officer;Credit Department;11.89570535;20142.81899
5975;524;J;2019/01/17 22:38:30;2019/01/17 22:38:30;Yes;Check if home insurance quote is requested;Insurance Agent;Credit Department;9.403362633;20238.7551
5976;527;A;2019/01/17 22:40:00;2019/01/17 22:40:00;Yes;Check application form completeness;Loan Officer;Credit Department;8.031567453;18348.45271
5977;525;H;2019/01/17 22:40:30;2019/01/17 22:40:30;Yes;Reject application;Loan Officer;Credit Department;9.708179117;22152.55788
5978;526;B;2019/01/17 22:41:14;2019/01/17 22:41:14;Yes;Return application back to applicant;Loan Officer;Credit Department;8.89931518;20142.81899
5979;524;K;2019/01/17 22:43:50;2019/01/17 22:43:50;Yes;Send home insurance quote;Insurance Agent;Credit Department;7.431380018;20238.7551
5980;526;C;2019/01/17 22:45:49;2019/01/17 22:45:49;Yes;Receive updated application;Loan Officer;Credit Department;8.932274522;20142.81899
5981;527;B;2019/01/17 22:45:58;2019/01/17 22:45:58;Yes;Return application back to applicant;Loan Officer;Credit Department;7.311625721;18348.45271
5982;524;M;2019/01/17 22:49:17;2019/01/17 22:49:17;Yes;Verify repayment agreement;Loan Officer;Credit Department;7.641842735;20238.7551
5983;527;C;2019/01/17 22:50:30;2019/01/17 22:50:30;Yes;Receive updated application;Loan Officer;Credit Department;7.934861044;18348.45271
5984;526;A;2019/01/17 22:50:49;2019/01/17 22:50:49;Yes;Check application form completeness;Loan Officer;Credit Department;8.586376515;20142.81899
5985;524;O;2019/01/17 22:54:20;2019/01/17 22:54:20;Yes;Approve application;Loan Officer;Credit Department;14.68319131;20238.7551
5986;527;A;2019/01/17 22:55:28;2019/01/17 22:55:28;Yes;Check application form completeness;Loan Officer;Credit Department;13.01208484;18348.45271
5987;526;D;2019/01/17 22:56:52;2019/01/17 22:56:52;Yes;Check credit history;Credit Analyst;Credit Department;16.09579503;20142.81899
5988;527;B;2019/01/17 22:59:49;2019/01/17 22:59:49;Yes;Return application back to applicant;Loan Officer;Credit Department;5.760336001;18348.45271
5989;528;A;2019/01/17 23:00:00;2019/01/17 23:00:00;Yes;Check application form completeness;Loan Officer;Credit Department;11.21284983;19460.79758
5990;526;F;2019/01/17 23:02:12;2019/01/17 23:02:12;Yes;Appraise property;Appraiser;Credit Department;31.57579174;20142.81899
5991;527;C;2019/01/17 23:04:40;2019/01/17 23:04:40;Yes;Receive updated application;Loan Officer;Credit Department;8.405762658;18348.45271
5992;528;B;2019/01/17 23:04:41;2019/01/17 23:04:41;Yes;Return application back to applicant;Loan Officer;Credit Department;6.458546634;19460.79758
5993;526;E;2019/01/17 23:07:06;2019/01/17 23:07:06;Yes;Assess loan risk;Credit Analyst;Credit Department;9.806213594;20142.81899
5994;528;C;2019/01/17 23:09:54;2019/01/17 23:09:54;Yes;Receive updated application;Loan Officer;Credit Department;7.886913443;19460.79758
5995;527;A;2019/01/17 23:10:13;2019/01/17 23:10:13;Yes;Check application form completeness;Loan Officer;Credit Department;7.005901981;18348.45271
5996;526;G;2019/01/17 23:11:42;2019/01/17 23:11:42;Yes;Assess eligibility;Risk Manager;Credit Department;22.03689507;20142.81899
5997;528;A;2019/01/17 23:14:42;2019/01/17 23:14:42;Yes;Check application form completeness;Loan Officer;Credit Department;8.610501292;19460.79758
5998;527;B;2019/01/17 23:15:04;2019/01/17 23:15:04;Yes;Return application back to applicant;Loan Officer;Credit Department;6.437826286;18348.45271
5999;526;H;2019/01/17 23:17:08;2019/01/17 23:17:08;Yes;Reject application;Loan Officer;Credit Department;10.18564611;20142.81899
6000;528;D;2019/01/17 23:19:38;2019/01/17 23:19:38;Yes;Check credit history;Credit Analyst;Credit Department;11.86856257;19460.79758
